review_id,review_order,final_reviewer_decision,reviewer_confidence,reviewer_reason,bbox_review_status,manual_damage_area_boxes_xywhn,bbox_review_notes,source_split,image_path,label_path,contact_sheet_full,contact_sheet_crop,contact_sheet_number,row_in_sheet,sheet_review_order_range,issue_type,suggested_review_focus,bbox_format,gt_damage_area_count,pred_damage_area_count,tp_damage_area_count,fn_damage_area_count,fp_damage_area_count,gt_damage_area_boxes,pred_damage_area_boxes,fn_damage_area_boxes,fp_damage_area_boxes
tactile3-da-final-024,24,add_missing_tactile_damage_area,medium,several horizontal seam chips outside current GT manual_bbox_required,done,"2:0.525047,0.927607,0.288777,0.045152;2:0.507025,0.734043,0.282549,0.044470;2:0.506290,0.555366,0.256678,0.031692;2:0.490777,0.295951,0.241705,0.030038",added horizontal seam chips outside current GT,val,datasets/walksafe_kr_tactile_3class_20260521/images/val/aihub513_tactile_2_09_1_1_4_1_20211102_0000833284.jpg,datasets/walksafe_kr_tactile_3class_20260521/labels/val/aihub513_tactile_2_09_1_1_4_1_20211102_0000833284.txt,ai_tasks/walksafe_tactile_damage_area_review_20260522/contact_sheets/full/damage_area_final_review_sheet_03.jpg,ai_tasks/walksafe_tactile_damage_area_review_20260522/contact_sheets/crops/damage_area_final_crop_sheet_03.jpg,3,8,17-24,mixed_fn_fp_damage_area,GT/prediction mismatch. Check whether yellow GT boxes are accurate or need bbox cleanup.,"class_id:x_center,y_center,width,height; use class_id 2 for tactile_damage_area; normalized YOLO coords",3,14,2,1,12,"2:0.450947,0.442014,0.194635,0.103857;2:0.486374,0.089893,0.199096,0.040777;2:0.580274,0.187462,0.043332,0.027165","2:0.581450,0.186693,0.046984,0.025153:0.6104;2:0.449285,0.443636,0.191396,0.091680:0.5767;2:0.525047,0.927607,0.288777,0.045152:0.4540;2:0.488801,0.104303,0.205373,0.012029:0.4153;2:0.507025,0.734043,0.282549,0.044470:0.3673;2:0.506290,0.555366,0.256678,0.031692:0.2489;2:0.454768,0.414344,0.180427,0.034533:0.1113;2:0.466357,0.554774,0.165744,0.027157:0.1103;2:0.450283,0.417672,0.189466,0.041208:0.0972;2:0.438885,0.919175,0.090040,0.027712:0.0971;2:0.478163,0.104720,0.197323,0.010398:0.0932;2:0.490777,0.295951,0.241705,0.030038:0.0626;2:0.470787,0.549626,0.160406,0.015805:0.0604;2:0.468090,0.551105,0.152797,0.017785:0.0585","2:0.486374,0.089893,0.199096,0.040777","2:0.525047,0.927607,0.288777,0.045152:0.4540;2:0.488801,0.104303,0.205373,0.012029:0.4153;2:0.507025,0.734043,0.282549,0.044470:0.3673;2:0.506290,0.555366,0.256678,0.031692:0.2489;2:0.454768,0.414344,0.180427,0.034533:0.1113;2:0.466357,0.554774,0.165744,0.027157:0.1103;2:0.450283,0.417672,0.189466,0.041208:0.0972;2:0.438885,0.919175,0.090040,0.027712:0.0971;2:0.478163,0.104720,0.197323,0.010398:0.0932;2:0.490777,0.295951,0.241705,0.030038:0.0626;2:0.470787,0.549626,0.160406,0.015805:0.0604;2:0.468090,0.551105,0.152797,0.017785:0.0585"
tactile3-da-final-030,30,fix_tactile_damage_area_bbox,medium,lower boxed surface loss looks valid but upper marks look false manual_bbox_required,done,"2:0.384814,0.445238,0.179974,0.107619",replacement keeps lower surface-loss box; upper seam/grass-like marks excluded,val,datasets/walksafe_kr_tactile_3class_20260521/images/val/aihub513_tactile_2_09_1_1_1_4_20210811_0000165495.jpg,datasets/walksafe_kr_tactile_3class_20260521/labels/val/aihub513_tactile_2_09_1_1_1_4_20210811_0000165495.txt,ai_tasks/walksafe_tactile_damage_area_review_20260522/contact_sheets/full/damage_area_final_review_sheet_04.jpg,ai_tasks/walksafe_tactile_damage_area_review_20260522/contact_sheets/crops/damage_area_final_crop_sheet_04.jpg,4,6,25-32,damage_block_ok_area_missed,Model found damaged block context but missed damage-area boxes. Verify yellow GT damage-area boxes.,"class_id:x_center,y_center,width,height; use class_id 2 for tactile_damage_area; normalized YOLO coords",3,0,0,3,0,"2:0.384814,0.445238,0.179974,0.107619;2:0.541474,0.092607,0.030725,0.035498;2:0.608787,0.092453,0.028517,0.044940",,"2:0.384814,0.445238,0.179974,0.107619;2:0.541474,0.092607,0.030725,0.035498;2:0.608787,0.092453,0.028517,0.044940",
tactile3-da-final-037,37,fix_tactile_damage_area_bbox,medium,true damaged tile exists but extra GT boxes are broad over seam dirt and edge wear manual_bbox_required,done,"2:0.505574,0.527917,0.403984,0.151704",replacement keeps central cracked tile; upper seam dirt/edge-wear boxes excluded,val,datasets/walksafe_kr_tactile_3class_20260521/images/val/aihub513_tactile_2_09_1_1_1_1_20210722_0000038831.jpg,datasets/walksafe_kr_tactile_3class_20260521/labels/val/aihub513_tactile_2_09_1_1_1_1_20210722_0000038831.txt,ai_tasks/walksafe_tactile_damage_area_review_20260522/contact_sheets/full/damage_area_final_review_sheet_05.jpg,ai_tasks/walksafe_tactile_damage_area_review_20260522/contact_sheets/crops/damage_area_final_crop_sheet_05.jpg,5,5,33-40,damage_block_ok_area_missed,Model found damaged block context but missed damage-area boxes. Verify yellow GT damage-area boxes.,"class_id:x_center,y_center,width,height; use class_id 2 for tactile_damage_area; normalized YOLO coords",3,1,1,2,0,"2:0.499852,0.527714,0.400845,0.160000;2:0.382714,0.143284,0.112243,0.051948;2:0.592120,0.153391,0.239202,0.034694","2:0.505574,0.527917,0.403984,0.151704:0.8177","2:0.382714,0.143284,0.112243,0.051948;2:0.592120,0.153391,0.239202,0.034694",
tactile3-da-final-044,44,fix_tactile_damage_area_bbox,medium,true damage remains but one boxed region appears debris and boxes need manual cleanup manual_bbox_required,done,"2:0.570287,0.410177,0.036227,0.039363;2:0.411967,0.590065,0.021034,0.107143",replacement keeps top chip and long rib-edge damage; small debris-like box excluded,val,datasets/walksafe_kr_tactile_3class_20260521/images/val/aihub513_tactile_2_09_1_1_1_1_20210829_0000404326.jpg,datasets/walksafe_kr_tactile_3class_20260521/labels/val/aihub513_tactile_2_09_1_1_1_1_20210829_0000404326.txt,ai_tasks/walksafe_tactile_damage_area_review_20260522/contact_sheets/full/damage_area_final_review_sheet_06.jpg,ai_tasks/walksafe_tactile_damage_area_review_20260522/contact_sheets/crops/damage_area_final_crop_sheet_06.jpg,6,4,41-48,damage_block_ok_area_missed,Model found damaged block context but missed damage-area boxes. Verify yellow GT damage-area boxes.,"class_id:x_center,y_center,width,height; use class_id 2 for tactile_damage_area; normalized YOLO coords",3,1,1,2,0,"2:0.570612,0.409918,0.051059,0.043469;2:0.613210,0.502154,0.041825,0.024184;2:0.411967,0.590065,0.021034,0.107143","2:0.570287,0.410177,0.036227,0.039363:0.5198","2:0.613210,0.502154,0.041825,0.024184;2:0.411967,0.590065,0.021034,0.107143",
tactile3-da-final-049,49,fix_tactile_damage_area_bbox,medium,manual_bbox_required central crack is valid but top and lower seam boxes look false,done,"2:0.469821,0.372318,0.140553,0.031937",replacement keeps central crack only,val,datasets/walksafe_kr_tactile_3class_20260521/images/val/aihub513_tactile_2_09_1_1_1_1_20211019_0000686166.jpg,datasets/walksafe_kr_tactile_3class_20260521/labels/val/aihub513_tactile_2_09_1_1_1_1_20211019_0000686166.txt,ai_tasks/walksafe_tactile_damage_area_review_20260522/contact_sheets/full/damage_area_final_review_sheet_07.jpg,ai_tasks/walksafe_tactile_damage_area_review_20260522/contact_sheets/crops/damage_area_final_crop_sheet_07.jpg,7,1,49-56,damage_block_ok_area_missed,Model found damaged block context but missed damage-area boxes. Verify yellow GT damage-area boxes.,"class_id:x_center,y_center,width,height; use class_id 2 for tactile_damage_area; normalized YOLO coords",3,1,1,2,0,"2:0.471221,0.370467,0.136146,0.035219;2:0.461859,0.101641,0.097626,0.014479;2:0.540001,0.522321,0.231305,0.026786","2:0.469821,0.372318,0.140553,0.031937:0.6891","2:0.461859,0.101641,0.097626,0.014479;2:0.540001,0.522321,0.231305,0.026786",
tactile3-da-final-051,51,fix_tactile_damage_area_bbox,medium,upper joint crack looks valid but large lower box is overbroad manual_bbox_required,done,"2:0.537266,0.390446,0.226925,0.026376",replacement keeps upper horizontal joint crack; over-broad lower box excluded,val,datasets/walksafe_kr_tactile_3class_20260521/images/val/aihub513_tactile_2_09_1_1_1_1_20211025_0000816728.jpg,datasets/walksafe_kr_tactile_3class_20260521/labels/val/aihub513_tactile_2_09_1_1_1_1_20211025_0000816728.txt,ai_tasks/walksafe_tactile_damage_area_review_20260522/contact_sheets/full/damage_area_final_review_sheet_07.jpg,ai_tasks/walksafe_tactile_damage_area_review_20260522/contact_sheets/crops/damage_area_final_crop_sheet_07.jpg,7,3,49-56,damage_block_ok_area_missed,Model found damaged block context but missed damage-area boxes. Verify yellow GT damage-area boxes.,"class_id:x_center,y_center,width,height; use class_id 2 for tactile_damage_area; normalized YOLO coords",2,0,0,2,0,"2:0.537266,0.390446,0.226925,0.026376;2:0.556999,0.463097,0.205149,0.127905",,"2:0.537266,0.390446,0.226925,0.026376;2:0.556999,0.463097,0.205149,0.127905",
tactile3-da-final-059,59,fix_tactile_damage_area_bbox,medium,manual_bbox_required main damaged joint is plausible but extra small boxes look false,done,"2:0.535298,0.501431,0.275568,0.043016",replacement keeps main damaged joint; small false boxes excluded,val,datasets/walksafe_kr_tactile_3class_20260521/images/val/aihub513_tactile_2_09_1_1_1_2_20211018_0000706941.jpg,datasets/walksafe_kr_tactile_3class_20260521/labels/val/aihub513_tactile_2_09_1_1_1_2_20211018_0000706941.txt,ai_tasks/walksafe_tactile_damage_area_review_20260522/contact_sheets/full/damage_area_final_review_sheet_08.jpg,ai_tasks/walksafe_tactile_damage_area_review_20260522/contact_sheets/crops/damage_area_final_crop_sheet_08.jpg,8,3,57-64,damage_block_ok_area_missed,Model found damaged block context but missed damage-area boxes. Verify yellow GT damage-area boxes.,"class_id:x_center,y_center,width,height; use class_id 2 for tactile_damage_area; normalized YOLO coords",3,1,1,2,0,"2:0.534144,0.502836,0.273053,0.050140;2:0.466587,0.251031,0.094545,0.011818;2:0.540124,0.655646,0.035393,0.023072","2:0.535298,0.501431,0.275568,0.043016:0.8656","2:0.466587,0.251031,0.094545,0.011818;2:0.540124,0.655646,0.035393,0.023072",
tactile3-da-final-074,74,fix_tactile_damage_area_bbox,high,damage exists but GT boxes include too much curb and surrounding context manual_bbox_required,done,"2:0.466000,0.282000,0.265000,0.164000;2:0.516311,0.460857,0.192942,0.051429",replacement tightened upper damaged yellow surface and keeps lower cracked patch,val,datasets/walksafe_kr_tactile_3class_20260521/images/val/aihub513_tactile_2_09_1_1_1_2_20210726_0000015218.jpg,datasets/walksafe_kr_tactile_3class_20260521/labels/val/aihub513_tactile_2_09_1_1_1_2_20210726_0000015218.txt,ai_tasks/walksafe_tactile_damage_area_review_20260522/contact_sheets/full/damage_area_final_review_sheet_10.jpg,ai_tasks/walksafe_tactile_damage_area_review_20260522/contact_sheets/crops/damage_area_final_crop_sheet_10.jpg,10,2,73-80,false_negative_damage_area,Model missed existing damage-area GT. Verify the yellow GT boxes are real damage areas.,"class_id:x_center,y_center,width,height; use class_id 2 for tactile_damage_area; normalized YOLO coords",2,0,0,2,0,"2:0.548045,0.298714,0.429043,0.198571;2:0.516311,0.460857,0.192942,0.051429",,"2:0.548045,0.298714,0.429043,0.198571;2:0.516311,0.460857,0.192942,0.051429",
tactile3-da-final-081,81,fix_tactile_damage_area_bbox,medium,surface damage is visible but main GT box is overly broad manual_bbox_required,done,"2:0.396000,0.574900,0.027000,0.100000;2:0.438000,0.563000,0.045000,0.074000;2:0.381550,0.757185,0.029782,0.047750",replacement splits over-broad upper damage into tighter peel/edge boxes and keeps lower edge chip,val,datasets/walksafe_kr_tactile_3class_20260521/images/val/aihub513_tactile_2_09_1_1_5_1_20210903_0000449681.jpg,datasets/walksafe_kr_tactile_3class_20260521/labels/val/aihub513_tactile_2_09_1_1_5_1_20210903_0000449681.txt,ai_tasks/walksafe_tactile_damage_area_review_20260522/contact_sheets/full/damage_area_final_review_sheet_11.jpg,ai_tasks/walksafe_tactile_damage_area_review_20260522/contact_sheets/crops/damage_area_final_crop_sheet_11.jpg,11,1,81-88,false_negative_damage_area,Model missed existing damage-area GT. Verify the yellow GT boxes are real damage areas.,"class_id:x_center,y_center,width,height; use class_id 2 for tactile_damage_area; normalized YOLO coords",2,0,0,2,0,"2:0.433393,0.574866,0.100377,0.107283;2:0.381550,0.757185,0.029782,0.047750",,"2:0.433393,0.574866,0.100377,0.107283;2:0.381550,0.757185,0.029782,0.047750",
tactile3-da-final-091,91,add_missing_tactile_damage_area,medium,existing edge chip is valid and right side surface peel appears missing manual_bbox_required,done,"2:0.461000,0.150000,0.030000,0.011000",added only missing right-side surface peel; existing edge chip not repeated,val,datasets/walksafe_kr_tactile_3class_20260521/images/val/aihub513_tactile_2_09_1_1_1_1_20211018_0000695222.jpg,datasets/walksafe_kr_tactile_3class_20260521/labels/val/aihub513_tactile_2_09_1_1_1_1_20211018_0000695222.txt,ai_tasks/walksafe_tactile_damage_area_review_20260522/contact_sheets/full/damage_area_final_review_sheet_12.jpg,ai_tasks/walksafe_tactile_damage_area_review_20260522/contact_sheets/crops/damage_area_final_crop_sheet_12.jpg,12,3,89-96,false_negative_damage_area,Model missed existing damage-area GT. Verify the yellow GT boxes are real damage areas.,"class_id:x_center,y_center,width,height; use class_id 2 for tactile_damage_area; normalized YOLO coords",2,1,1,1,0,"2:0.401246,0.173145,0.013782,0.013878;2:0.485317,0.051143,0.032868,0.004969","2:0.484989,0.052310,0.036243,0.005356:0.1234","2:0.401246,0.173145,0.013782,0.013878",
tactile3-da-final-092,92,add_missing_tactile_damage_area,high,boxed peel is valid and smaller lower peel is also missing manual_bbox_required,done,"2:0.637000,0.928000,0.027000,0.010000",added only smaller lower peel; existing large boxed peel not repeated,val,datasets/walksafe_kr_tactile_3class_20260521/images/val/aihub513_tactile_2_09_1_1_1_1_20211023_0000724446.jpg,datasets/walksafe_kr_tactile_3class_20260521/labels/val/aihub513_tactile_2_09_1_1_1_1_20211023_0000724446.txt,ai_tasks/walksafe_tactile_damage_area_review_20260522/contact_sheets/full/damage_area_final_review_sheet_12.jpg,ai_tasks/walksafe_tactile_damage_area_review_20260522/contact_sheets/crops/damage_area_final_crop_sheet_12.jpg,12,4,89-96,false_negative_damage_area,Model missed existing damage-area GT. Verify the yellow GT boxes are real damage areas.,"class_id:x_center,y_center,width,height; use class_id 2 for tactile_damage_area; normalized YOLO coords",1,0,0,1,0,"2:0.635288,0.901389,0.049894,0.042619",,"2:0.635288,0.901389,0.049894,0.042619",
tactile3-da-final-099,99,add_missing_tactile_damage_area,medium,small edge chips on tactile block appear to be true damage manual_bbox_required,done,"2:0.364039,0.184937,0.036910,0.024551;2:0.563251,0.185141,0.032465,0.014756;2:0.588788,0.383163,0.041933,0.026504;2:0.335954,0.512696,0.049753,0.025711;2:0.606093,0.516676,0.050980,0.034480",added five clear edge-chip clusters; overlapping prediction refs deduped,val,datasets/walksafe_kr_tactile_3class_20260521/images/val/aihub513_tactile_2_09_0_1_1_1_20210726_0000075652.jpg,datasets/walksafe_kr_tactile_3class_20260521/labels/val/aihub513_tactile_2_09_0_1_1_1_20210726_0000075652.txt,ai_tasks/walksafe_tactile_damage_area_review_20260522/contact_sheets/full/damage_area_final_review_sheet_13.jpg,ai_tasks/walksafe_tactile_damage_area_review_20260522/contact_sheets/crops/damage_area_final_crop_sheet_13.jpg,13,3,97-104,hard_negative_false_positive_damage_area,No GT damage-area exists but model predicted red boxes. Check if red boxes are false positives or missing labels.,"class_id:x_center,y_center,width,height; use class_id 2 for tactile_damage_area; normalized YOLO coords",0,12,0,0,12,,"2:0.333658,0.512244,0.041567,0.020778:0.3980;2:0.563251,0.185141,0.032465,0.014756:0.2297;2:0.361273,0.182821,0.024979,0.016105:0.1947;2:0.590076,0.378049,0.035920,0.015322:0.1940;2:0.609514,0.515500,0.039504,0.027067:0.1620;2:0.335954,0.512696,0.049753,0.025711:0.1553;2:0.588788,0.383163,0.041933,0.026504:0.1315;2:0.606093,0.516676,0.050980,0.034480:0.0965;2:0.582594,0.379523,0.056498,0.026365:0.0865;2:0.578456,0.385101,0.066080,0.033913:0.0620;2:0.364039,0.184937,0.036910,0.024551:0.0591;2:0.365461,0.182327,0.033797,0.016795:0.0510",,"2:0.333658,0.512244,0.041567,0.020778:0.3980;2:0.563251,0.185141,0.032465,0.014756:0.2297;2:0.361273,0.182821,0.024979,0.016105:0.1947;2:0.590076,0.378049,0.035920,0.015322:0.1940;2:0.609514,0.515500,0.039504,0.027067:0.1620;2:0.335954,0.512696,0.049753,0.025711:0.1553;2:0.588788,0.383163,0.041933,0.026504:0.1315;2:0.606093,0.516676,0.050980,0.034480:0.0965;2:0.582594,0.379523,0.056498,0.026365:0.0865;2:0.578456,0.385101,0.066080,0.033913:0.0620;2:0.364039,0.184937,0.036910,0.024551:0.0591;2:0.365461,0.182327,0.033797,0.016795:0.0510"
tactile3-da-final-101,101,add_missing_tactile_damage_area,medium,joint area shows exposed worn breakage and side damage manual_bbox_required,done,"2:0.342345,0.405151,0.021065,0.022442;2:0.466343,0.458231,0.226186,0.021265;2:0.595427,0.504357,0.036260,0.054966;2:0.335250,0.602730,0.046643,0.014519;2:0.489771,0.600112,0.058085,0.015588",added joint loss plus side/lower chips using tighter boxes over broad overlaps,val,datasets/walksafe_kr_tactile_3class_20260521/images/val/aihub513_tactile_2_09_0_1_5_2_20210813_0000466919.jpg,datasets/walksafe_kr_tactile_3class_20260521/labels/val/aihub513_tactile_2_09_0_1_5_2_20210813_0000466919.txt,ai_tasks/walksafe_tactile_damage_area_review_20260522/contact_sheets/full/damage_area_final_review_sheet_13.jpg,ai_tasks/walksafe_tactile_damage_area_review_20260522/contact_sheets/crops/damage_area_final_crop_sheet_13.jpg,13,5,97-104,hard_negative_false_positive_damage_area,No GT damage-area exists but model predicted red boxes. Check if red boxes are false positives or missing labels.,"class_id:x_center,y_center,width,height; use class_id 2 for tactile_damage_area; normalized YOLO coords",0,9,0,0,9,,"2:0.466343,0.458231,0.226186,0.021265:0.4802;2:0.462945,0.431875,0.265945,0.074643:0.1220;2:0.464474,0.414521,0.263843,0.041788:0.1156;2:0.488904,0.601596,0.051388,0.012723:0.1117;2:0.342345,0.405151,0.021065,0.022442:0.0994;2:0.489771,0.600112,0.058085,0.015588:0.0907;2:0.597183,0.503652,0.030186,0.051146:0.0864;2:0.335250,0.602730,0.046643,0.014519:0.0655;2:0.595427,0.504357,0.036260,0.054966:0.0518",,"2:0.466343,0.458231,0.226186,0.021265:0.4802;2:0.462945,0.431875,0.265945,0.074643:0.1220;2:0.464474,0.414521,0.263843,0.041788:0.1156;2:0.488904,0.601596,0.051388,0.012723:0.1117;2:0.342345,0.405151,0.021065,0.022442:0.0994;2:0.489771,0.600112,0.058085,0.015588:0.0907;2:0.597183,0.503652,0.030186,0.051146:0.0864;2:0.335250,0.602730,0.046643,0.014519:0.0655;2:0.595427,0.504357,0.036260,0.054966:0.0518"
tactile3-da-final-104,104,add_missing_tactile_damage_area,high,gray exposed patches indicate clear surface loss manual_bbox_required,done,"2:0.572046,0.360729,0.043158,0.076726;2:0.504829,0.384164,0.040060,0.026208;2:0.432326,0.393193,0.043162,0.019597;2:0.591883,0.599221,0.056113,0.049975",second-pass: added clear center exposed patch visible in crop sheet,val,datasets/walksafe_kr_tactile_3class_20260521/images/val/aihub513_tactile_2_09_0_1_5_1_20211003_0000608238.jpg,datasets/walksafe_kr_tactile_3class_20260521/labels/val/aihub513_tactile_2_09_0_1_5_1_20211003_0000608238.txt,ai_tasks/walksafe_tactile_damage_area_review_20260522/contact_sheets/full/damage_area_final_review_sheet_13.jpg,ai_tasks/walksafe_tactile_damage_area_review_20260522/contact_sheets/crops/damage_area_final_crop_sheet_13.jpg,13,8,97-104,hard_negative_false_positive_damage_area,No GT damage-area exists but model predicted red boxes. Check if red boxes are false positives or missing labels.,"class_id:x_center,y_center,width,height; use class_id 2 for tactile_damage_area; normalized YOLO coords",0,8,0,0,8,,"2:0.591883,0.599221,0.056113,0.049975:0.3987;2:0.504829,0.384164,0.040060,0.026208:0.2983;2:0.572046,0.360729,0.043158,0.076726:0.2834;2:0.571265,0.360214,0.040019,0.072888:0.1872;2:0.497699,0.362862,0.208441,0.077997:0.1492;2:0.432326,0.393193,0.043162,0.019597:0.1115;2:0.613239,0.600635,0.108593,0.053563:0.0988;2:0.608635,0.600517,0.095331,0.052684:0.0738",,"2:0.591883,0.599221,0.056113,0.049975:0.3987;2:0.504829,0.384164,0.040060,0.026208:0.2983;2:0.572046,0.360729,0.043158,0.076726:0.2834;2:0.571265,0.360214,0.040019,0.072888:0.1872;2:0.497699,0.362862,0.208441,0.077997:0.1492;2:0.432326,0.393193,0.043162,0.019597:0.1115;2:0.613239,0.600635,0.108593,0.053563:0.0988;2:0.608635,0.600517,0.095331,0.052684:0.0738"
tactile3-da-final-107,107,add_missing_tactile_damage_area,high,visible gray surface loss on tactile blocks is clear damage manual_bbox_required,done,"2:0.489592,0.035011,0.074956,0.019400;2:0.538654,0.075846,0.055432,0.021758;2:0.575742,0.314564,0.047194,0.039975;2:0.353161,0.373015,0.021445,0.054670",added clear top/right/left-edge surface loss,val,datasets/walksafe_kr_tactile_3class_20260521/images/val/aihub513_tactile_2_09_0_1_6_1_20210826_0000477580.jpg,datasets/walksafe_kr_tactile_3class_20260521/labels/val/aihub513_tactile_2_09_0_1_6_1_20210826_0000477580.txt,ai_tasks/walksafe_tactile_damage_area_review_20260522/contact_sheets/full/damage_area_final_review_sheet_14.jpg,ai_tasks/walksafe_tactile_damage_area_review_20260522/contact_sheets/crops/damage_area_final_crop_sheet_14.jpg,14,3,105-112,hard_negative_false_positive_damage_area,No GT damage-area exists but model predicted red boxes. Check if red boxes are false positives or missing labels.,"class_id:x_center,y_center,width,height; use class_id 2 for tactile_damage_area; normalized YOLO coords",0,7,0,0,7,,"2:0.489592,0.035011,0.074956,0.019400:0.2596;2:0.353161,0.373015,0.021445,0.054670:0.1936;2:0.579943,0.318231,0.034668,0.028914:0.1008;2:0.538654,0.075846,0.055432,0.021758:0.0972;2:0.489716,0.029612,0.071938,0.009462:0.0894;2:0.575742,0.314564,0.047194,0.039975:0.0710;2:0.508888,0.055349,0.117282,0.061431:0.0613",,"2:0.489592,0.035011,0.074956,0.019400:0.2596;2:0.353161,0.373015,0.021445,0.054670:0.1936;2:0.579943,0.318231,0.034668,0.028914:0.1008;2:0.538654,0.075846,0.055432,0.021758:0.0972;2:0.489716,0.029612,0.071938,0.009462:0.0894;2:0.575742,0.314564,0.047194,0.039975:0.0710;2:0.508888,0.055349,0.117282,0.061431:0.0613"
tactile3-da-final-109,109,add_missing_tactile_damage_area,high,left edge chip and joint breakage are visible manual_bbox_required,done,"2:0.607161,0.347861,0.018060,0.017690;2:0.384988,0.412222,0.038011,0.048040;2:0.502613,0.447141,0.089418,0.023816","added right small chip, left edge chip, and central joint breakage",val,datasets/walksafe_kr_tactile_3class_20260521/images/val/aihub513_tactile_2_09_0_1_5_1_20210928_0000573039.jpg,datasets/walksafe_kr_tactile_3class_20260521/labels/val/aihub513_tactile_2_09_0_1_5_1_20210928_0000573039.txt,ai_tasks/walksafe_tactile_damage_area_review_20260522/contact_sheets/full/damage_area_final_review_sheet_14.jpg,ai_tasks/walksafe_tactile_damage_area_review_20260522/contact_sheets/crops/damage_area_final_crop_sheet_14.jpg,14,5,105-112,hard_negative_false_positive_damage_area,No GT damage-area exists but model predicted red boxes. Check if red boxes are false positives or missing labels.,"class_id:x_center,y_center,width,height; use class_id 2 for tactile_damage_area; normalized YOLO coords",0,7,0,0,7,,"2:0.502613,0.447141,0.089418,0.023816:0.1263;2:0.506589,0.443892,0.069514,0.016466:0.1101;2:0.506726,0.447315,0.077061,0.022561:0.0985;2:0.375594,0.404090,0.019398,0.029632:0.0786;2:0.384988,0.412222,0.038011,0.048040:0.0689;2:0.607161,0.347861,0.018060,0.017690:0.0557;2:0.388169,0.411758,0.045516,0.051492:0.0525",,"2:0.502613,0.447141,0.089418,0.023816:0.1263;2:0.506589,0.443892,0.069514,0.016466:0.1101;2:0.506726,0.447315,0.077061,0.022561:0.0985;2:0.375594,0.404090,0.019398,0.029632:0.0786;2:0.384988,0.412222,0.038011,0.048040:0.0689;2:0.607161,0.347861,0.018060,0.017690:0.0557;2:0.388169,0.411758,0.045516,0.051492:0.0525"
tactile3-da-final-110,110,add_missing_tactile_damage_area,medium,dark peeled spots and joint loss appear to be tactile damage manual_bbox_required,exclude_unclear,,second-pass: dark spots and joint darkening are not safely separable from stains/tar/normal seams without original image,val,datasets/walksafe_kr_tactile_3class_20260521/images/val/aihub513_tactile_2_09_0_1_4_1_20210908_0000461371.jpg,datasets/walksafe_kr_tactile_3class_20260521/labels/val/aihub513_tactile_2_09_0_1_4_1_20210908_0000461371.txt,ai_tasks/walksafe_tactile_damage_area_review_20260522/contact_sheets/full/damage_area_final_review_sheet_14.jpg,ai_tasks/walksafe_tactile_damage_area_review_20260522/contact_sheets/crops/damage_area_final_crop_sheet_14.jpg,14,6,105-112,hard_negative_false_positive_damage_area,No GT damage-area exists but model predicted red boxes. Check if red boxes are false positives or missing labels.,"class_id:x_center,y_center,width,height; use class_id 2 for tactile_damage_area; normalized YOLO coords",0,6,0,0,6,,"2:0.522529,0.170703,0.053433,0.010326:0.7071;2:0.501494,0.373388,0.109981,0.011705:0.5774;2:0.499718,0.374424,0.115855,0.014873:0.3584;2:0.574375,0.175413,0.027208,0.011717:0.1254;2:0.448523,0.236411,0.017940,0.014972:0.0853;2:0.452564,0.203948,0.021144,0.021280:0.0567",,"2:0.522529,0.170703,0.053433,0.010326:0.7071;2:0.501494,0.373388,0.109981,0.011705:0.5774;2:0.499718,0.374424,0.115855,0.014873:0.3584;2:0.574375,0.175413,0.027208,0.011717:0.1254;2:0.448523,0.236411,0.017940,0.014972:0.0853;2:0.452564,0.203948,0.021144,0.021280:0.0567"
tactile3-da-final-114,114,add_missing_tactile_damage_area,high,hole like chips and exposed areas are clear tactile damage manual_bbox_required,done,"2:0.396053,0.421094,0.041715,0.019528;2:0.460372,0.442943,0.050959,0.032650;2:0.392687,0.560101,0.059204,0.021775;2:0.555579,0.702064,0.039461,0.023945",added clear hole-like chips and exposed spots,val,datasets/walksafe_kr_tactile_3class_20260521/images/val/aihub513_tactile_2_09_0_1_5_1_20210926_0000562295.jpg,datasets/walksafe_kr_tactile_3class_20260521/labels/val/aihub513_tactile_2_09_0_1_5_1_20210926_0000562295.txt,ai_tasks/walksafe_tactile_damage_area_review_20260522/contact_sheets/full/damage_area_final_review_sheet_15.jpg,ai_tasks/walksafe_tactile_damage_area_review_20260522/contact_sheets/crops/damage_area_final_crop_sheet_15.jpg,15,2,113-120,hard_negative_false_positive_damage_area,No GT damage-area exists but model predicted red boxes. Check if red boxes are false positives or missing labels.,"class_id:x_center,y_center,width,height; use class_id 2 for tactile_damage_area; normalized YOLO coords",0,6,0,0,6,,"2:0.392687,0.560101,0.059204,0.021775:0.2222;2:0.555579,0.702064,0.039461,0.023945:0.1530;2:0.457728,0.443669,0.035358,0.027358:0.1034;2:0.396053,0.421094,0.041715,0.019528:0.0870;2:0.453876,0.443419,0.028627,0.027000:0.0691;2:0.460372,0.442943,0.050959,0.032650:0.0537",,"2:0.392687,0.560101,0.059204,0.021775:0.2222;2:0.555579,0.702064,0.039461,0.023945:0.1530;2:0.457728,0.443669,0.035358,0.027358:0.1034;2:0.396053,0.421094,0.041715,0.019528:0.0870;2:0.453876,0.443419,0.028627,0.027000:0.0691;2:0.460372,0.442943,0.050959,0.032650:0.0537"
